Source,Target
Rani Yahya,Johnny Bedford
Chris Beal,Tateki Matsuda
Joe Lauzon,Michael Chiesa
Jacare Souza,Gegard Mousasi
Rafael Natal,Chris Camozzi
Matt Mitrione,Derrick Lewis
John Moraga,Justin Scoggins
Al Iaquinta,Rodrigo Damm
Alistair Overeem,Ben Rothwell
Sean Soriano,Chas Skelly
Chris Wade,Cain Carrizosa
Lorenz Larkin,Derek Brunson
Bethe Correia,Shayna Baszler
Ruan Potts,Anthony Hamilton
Ramsey Nijem,Diego Ferreira
TJ Dillashaw,Joe Soto
Yancy Medeiros,Damon Jackson
Tony Ferguson,Danny Castillo
Max Holloway,Clay Collard
Francis Carmont,Thales Leites
Mike Pyle,Jordan Mein
Chas Skelly,Tom Niinimaki
James Vick,Valmir Lazaro
Neil Magny,Alex Garcia
Beneil Dariush,Anthony Rocco Martin
Benson Henderson,Rafael Dos Anjos
Aaron Phillips,Matt Hobar
Ben Saunders,Chris Heatherly
Wilson Reis,Joby Sanchez
Roland Delorme,Yuta Sasaki
Anying Wang,Colby Covington
Tyron Woodley,Dong Hyun Kim
Zhang Lipeng,Brendan O'Reilly
Michael Bisping,Cung Le
Sai Wang,Danny Mitchell
Guangyou Ning,Jianping Yang
Alberto Mina,Shinsho Anzai
Yao Zhikui,Royston Wee
Elizabeth Phillips,Milana Dudieva
Gray Maynard,Ross Pearson
Shawn Jordan,Jack May
Thiago Tavares,Robert Peralta
Sara McMann,Lauren Murphy
Tim Boetsch,Brad Tavares
Jussier Formiga,Zach Makovsky
Ryan Bader,Ovince Saint Preux
Seth Baczynski,Alan Jouban
Tom Watson,Sam Alvey
Nolan Ticman,Frankie Saenz
Clay Guida,Dennis Bermudez
Mike de la Torre,Brian Ortega
Robbie Lawler,Matt Brown
Anthony Johnson,Rogerio Nogueira
Hernani Perpetuo,Tim Means
Josh Thomson,Bobby Green
Daron Cruickshank,Jorge Masvidal
Kyle Kingsbury,Patrick Cummins
Akbarh Arreola,Tiago dos Santos e Silva
Andreas Stahl,Gilbert Burns
Juliana Lima,Joanna Jedrzejczyk
Steven Siler,Noad Lahat
Gunnar Nelson,Zak Cummings
Ilir Latifi,Chris Dempsey
Tor Troeng,Trevor Smith
Norman Parke,Naoyuki Kotani
Conor McGregor,Diego Brandao
Neil Seery,Phil Harris
Brad Pickett,Ian McCall
Cathal Pendred,Mike King
Cody Donovan,Nikita Krylov
Paddy Holohan,Josh Sampo
Lucas Martins,Alex White
Rick Story,Leonardo Mafra
Jessamyn Duke,Leslie Smith
Donald Cerrone,Jim Miller
Edson Barboza,Evan Dunham
John Lineker,Alptekin Ozkilic
Gleison Tibau,Pat Healy
Justin Salas,Joe Proctor
Yosdenis Cedeno,Jerrod Sanders
Hugo Viana,Aljamain Sterling
Claudia Gadelha,Tina Lahdemaki
Dhiego Lima,Eddie Gordon
Justin Scoggins,Dustin Ortiz
Adriano Martins,Juan Manuel Puig
Jumabieke Tuerxun,Leandro Issa
Jesse Ronson,Kevin Lee
Derrick Lewis,Guto Inocente
Corey Anderson,Matt Van Buren
Frankie Edgar,BJ Penn
Patrick Walsh,Daniel Spohn
Robert Drysdale,Keith Berish
Sarah Moras,Alexis Dufresne
Chris Camozzi,Bruno Santos
Marcus Brimage,Russell Doane
Urijah Faber,Alex Caceres
George Roop,Rob Font
Uriah Hall,Thiago Santos
Chris Weidman,Lyoto Machida
Ronda Rousey,Alexis Davis
Kenny Robertson,Ildemar Alcantara
Luke Zachrich,Guilherme Vasconcelos
Kevin Casey,Bubba Bush
Colton Smith,Diego Ferreira
Johnny Bedford,Cody Gibson
Cub Swanson,Jeremy Stephens
Joe Ellenberger,James Moontasri
Cezar Ferreira,Andrew Craig
Ricardo Lamas,Hacran Dias
Kelvin Gastelum,Nicholas Musoke
Aleksei Oleinik,Anthony Hamilton
Marcelo Guimaraes,Andy Enz
Ray Borg,Shane Howell
Clint Hester,Antonio Braga Neto
Jake Matthews,Dashon Johnson
Neil Magny,Rodrigo de Lima
Soa Palelei,Jared Rosholt
Richie Vaculik,Roldan Sangcha'an
James Te Huna,Nate Marquardt
Hatsu Hioki,Charles Oliveira
Chris Indich,Vik Grujic
Robert Whittaker,Mike Rhodes
Dan Hooker,Ian Entwistle
Gian Villante,Sean O'Connell
Rory MacDonald,Tyron Woodley
Demetrious Johnson,Ali Bagautinov
Ryan Bader,Rafael Cavalcante
Andrei Arlovski,Brendan Schaub
Ovince Saint Preux,Ryan Jimmo
Valerie Letourneau,Elizabeth Phillips
Yves Jabouin,Mike Easton
Daniel Sarafian,Kiichi Kunimoto
Roland Delorme,Michinori Tanaka
Jason Saggo,Josh Shockley
Kajan Johnson,Tae Hyun Bang
John Dodson,John Moraga
Benson Henderson,Rustam Khabilov
Yves Edwards,Piotr Hallmann
Diego Sanchez,Ross Pearson
Bobby Voelker,Lance Benoist
Yaotzin Meza,Sergio Pettis
Erik Perez,Bryan Caraway
Rafael Dos Anjos,Jason High
Scott Jorgensen,Danny Martinez
Patrick Cummins,Roger Narvaez
Jon Tuck,Jake Lindsey
Paulo Thiago,Gasan Umalatov
Rony Jason,Robert Peralta
Stipe Miocic,Fabio Maldonado
Rodrigo Damm,Rashid Magomedov
Marcio Alexandre Junior,Warlley Alves
Demian Maia,Alexander Yakovlev
Vitor Miranda,Antonio Carlos Junior
Elias Silverio,Ernest Chavez
Pedro Munhoz,Matt Hobar
Edimilson Souza,Mark Eddiva
Ricardo Abreu,Wagner Silva
Marcos Rogerio de Lima,Richardson Moreira
Francis Carmont,CB Dollaway
Nick Hein,Drew Dober
Vaughan Lee,Iuri Alcantara
Luke Barnatt,Sean Strickland
Mark Munoz,Gegard Mousasi
Tom Niinimaki,Niklas Backstrom
Peter Sobotta,Pawel Pawlak
Magnus Cedenblad,Krzysztof Jotko
Andy Ogle,Maximo Blanco
Viktor Pesta,Ruslan Magomedov
Michael Chiesa,Francisco Trinaldo
Daniel Cormier,Dan Henderson
Tony Ferguson,Katsunori Kikuno
Takeya Mizugaki,Francisco Rivera
Jamie Varner,James Krause
Renan Barao,TJ Dillashaw
Robbie Lawler,Jake Ellenberger
Chris Holdsworth,Chico Camus
Al Iaquinta,Mitch Clarke
Anthony Njokuani,Vinc Pichel
Sam Sicilia,Aaron Phillips
David Michaud,Li Jingliang
Neil Magny,Tim Means
Matt Brown,Erick Silva
Soa Palelei,Ruan Potts
Erik Koch,Daron Cruickshank
Chris Cariaso,Louis Smolka
Kyoji Horiguchi,Darrell Montague
Constantinos Philippou,Lorenz Larkin
Ed Herman,Rafael Natal
Yan Cabral,Zak Cummings
Eddie Wineland,Johnny Eduardo
Manvel Gamburyan,Nik Lentz
Justin Salas,Ben Wall
Anthony Lapsley,Albert Tumenov
Takanori Gomi,Isaac Vallie-Flagg
Joseph Benavidez,Tim Elliott
Jon Jones,Glover Teixeira
Phil Davis,Anthony Johnson
Max Holloway,Andre Fili
Jessamyn Duke,Bethe Correia
Luke Rockhold,Tim Boetsch
Jim Miller,Yancy Medeiros
Danny Castillo,Charlie Brenneman
Chris Beal,Patrick Williams
Thiago Alves,Seth Baczynski
Fabricio Werdum,Travis Browne
Estevan Payan,Alex White
Donald Cerrone,Edson Barboza
Jorge Masvidal,Pat Healy
Rafael Dos Anjos,Khabib Nurmagomedov
Brad Tavares,Yoel Romero
Miesha Tate,Liz Carmouche
Derrick Lewis,Jack May
Dustin Ortiz,Ray Borg
Mirsad Bektic,Chas Skelly
Jordan Mein,Hernani Perpetuo
Caio Magalhaes,Luke Zachrich
Ryan Jimmo,Sean O'Connell
Chad Laprise,Olivier Aubin-Mercier
Patrick Cote,Kyle Noke
Michael Bisping,Tim Kennedy
Sheldon Westcott,Elias Theodorou
Dustin Poirier,Akira Corassani
Sarah Kaufman,Leslie Smith
Sam Stout,KJ Noons
George Roop,Dustin Kimura
Mark Bocek,Mike de la Torre
Mitch Gagnon,Tim Gorman
Nordine Taleb,Vik Grujic
Richard Walsh,Chris Indich
Ramsey Nijem,Beneil Dariush
Jared Rosholt,Daniel Omielanczuk
Clay Guida,Tatsuya Kawajiri
Thales Leites,Trevor Smith
Rani Yahya,Johnny Bedford
Alan Omer,Jim Alers
Antonio Rodrigo Nogueira,Roy Nelson
John Howard,Ryan LaFlare
Cezar Ferreira,CB Dollaway
Leonardo Santos,Norman Parke
Ronny Markes,Thiago Santos
Fabio Maldonado,Gian Villante
Jussier Formiga,Scott Jorgensen
Rony Jason,Steven Siler
Mauricio Rua,Dan Henderson
Michel Prazeres,Mairbek Taisumov
Thiago Perpetuo,Kenny Robertson
Godofredo Pepey,Noad Lahat
Francimar Barroso,Hans Stringer
Carlos Condit,Tyron Woodley
Ovince Saint Preux,Nikita Krylov
Kelvin Gastelum,Rick Story
Johny Hendricks,Robbie Lawler
Dennis Bermudez,Jimy Hettes
Raquel Pennington,Jessica Andrade
Diego Sanchez,Myles Jury
Jake Shields,Hector Lombard
Robert McDaniel,Sean Strickland
Will Campuzano,Justin Scoggins
Sean Spencer,Alex Garcia
Daniel Pineda,Robert Whiteford
Renee Forte,Francisco Trevino
Luke Barnatt,Mats Nilsson
Alexander Gustafsson,Jimi Manuwa
Brad Pickett,Neil Seery
Gunnar Nelson,Omari Akhmedov
Cyrille Diabate,Ilir Latifi
Brad Scott,Claudio Silva
Igor Araujo,Danny Mitchell
Michael Johnson,Melvin Guillard
Phil Harris,Louis Gaudinot
Albert Cheng,Anying Wang
Hatsu Hioki,Ivan Menjivar
Sai Wang,Zhang Lipeng
Kazuki Tokudome,Yui Chul Nam
Dong Hyun Kim,John Hathaway
Jumabieke Tuerxun,Mark Eddiva
Nam Phan,Vaughan Lee
Matt Mitrione,Shawn Jordan
Cody Gibson,Aljamain Sterling
Alexis Davis,Jessica Eye
Robert Whittaker,Stephen Thompson
Raphael Assuncao,Pedro Munhoz
Rory MacDonald,Demian Maia
Mike Pyle,TJ Waldburger
Daniel Cormier,Patrick Cummins
Ronda Rousey,Sara McMann
Rafaello Oliveira,Erik Koch
Zach Makovsky,Josh Sampo
Ernest Chavez,Yosdenis Cedeno
Lyoto Machida,Gegard Mousasi
Erick Silva,Takenori Sato
Viscardi Andrade,Nicholas Musoke
Rodrigo Damm,Ivan Jorge
Francisco Trinaldo,Jesse Ronson
Charles Oliveira,Andy Ogle
Jacare Souza,Francis Carmont
Cristiano Marcello,Joe Proctor
Iuri Alcantara,Wilson Reis
Ildemar Alcantara,Albert Tumenov
Felipe Arantes,Maximo Blanco
Douglas Silva de Andrade,Zubaira Tukhugov
Renan Barao,Urijah Faber
Chris Cariaso,Danny Martinez
Jamie Varner,Abel Trujillo
Jose Aldo,Ricardo Lamas
John Lineker,Ali Bagautinov
John Makdessi,Alan Patrick
Frank Mir,Alistair Overeem
Nick Catone,Tom Watson
Clint Hester,Andy Enz
Al Iaquinta,Kevin Lee
Anthony Rocco Martin,Rashid Magomedov
Neil Magny,Gasan Umalatov
Chico Camus,Yaotzin Meza
Eddie Wineland,Yves Jabouin
Stipe Miocic,Gabriel Gonzaga
Donald Cerrone,Adriano Martins
Benson Henderson,Josh Thomson
Ramiro Hernandez,Hugo Viana
Darren Elkins,Jeremy Stephens
Alex Caceres,Sergio Pettis
Daron Cruickshank,Mike Rio
George Sullivan,Mike Rhodes
Walt Harris,Nikita Krylov
Luke Rockhold,Constantinos Philippou
Isaac Vallie-Flagg,Elias Silverio
John Moraga,Dustin Ortiz
TJ Dillashaw,Mike Easton
Yoel Romero,Derek Brunson
Ramsey Nijem,Justin Edwards
Cole Miller,Sam Sicilia
Lorenz Larkin,Brad Tavares
Vinc Pichel,Garett Whiteley
Alptekin Ozkilic,Louis Smolka
Trevor Smith,Brian Houston
Charlie Brenneman,Beneil Dariush
Mairbek Taisumov,Tae Hyun Bang
Kiichi Kunimoto,Luiz Dutra
Katsunori Kikuno,Quinn Mulhern
Royston Wee,Dave Galera
Tarec Saffiedine,Hyun Gyu Lim
Tatsuya Kawajiri,Sean Soriano
Max Holloway,Will Chope
Kyung Ho Kang,Shunichi Shimizu
Dustin Kimura,Jon Delos Reyes
Leandro Issa,Russell Doane
Dustin Poirier,Diego Brandao
Chris Leben,Uriah Hall
Josh Barnett,Travis Browne
Gleison Tibau,Michael Johnson
Chris Weidman,Anderson Silva
Ronda Rousey,Miesha Tate
Jim Miller,Fabricio Camoes
Dennis Siver,Manvel Gamburyan
William Macario,Bobby Voelker
Robert Peralta,Estevan Payan
John Howard,Siyar Bahadurzada
Demetrious Johnson,Joseph Benavidez
Court McGee,Ryan LaFlare
Danny Castillo,Edson Barboza
Bobby Green,Pat Healy
Chad Mendes,Nik Lentz
Urijah Faber,Michael McDonald
Scott Jorgensen,Zach Makovsky
Joe Lauzon,Mac Danzig
Abel Trujillo,Roger Bowling
Sam Stout,Cody McKenzie
Darren Uyenoyama,Alptekin Ozkilic
Nick Ring,Caio Magalhaes
Pat Barry,Soa Palelei
Takeya Mizugaki,Nam Phan
Dylan Andrews,Clint Hester
Ryan Bader,Anthony Perosh
Mark Hunt,Antonio Silva
Mauricio Rua,James Te Huna
Julie Kedzie,Bethe Correia
Ben Wall,Alex Garcia
Richie Vaculik,Justin Scoggins
Bruno Santos,Krzysztof Jotko
Akira Corassani,Maximo Blanco
Julianna Pena,Jessica Rakoczy
Rani Yahya,Tom Niinimaki
Gray Maynard,Nate Diaz
Chris Holdsworth,Davey Grant
Jessamyn Duke,Peggy Morgan
Roxanne Modafferi,Raquel Pennington
Sean Spencer,Drew Dober
Josh Sampo,Ryan Benoit
Jared Rosholt,Walt Harris
Josh Koscheck,Tyron Woodley
Georges St-Pierre,Johny Hendricks
Rashad Evans,Chael Sonnen
Tim Elliott,Ali Bagautinov
Brian Ebersole,Rick Story
Rory MacDonald,Robbie Lawler
Ed Herman,Thales Leites
Donald Cerrone,Evan Dunham
Jason High,Anthony Lapsley
Will Campuzano,Sergio Pettis
Erik Perez,Edwin Figueroa
Cody Donovan,Gian Villante
Thiago Perpetuo,Omari Akhmedov
Paulo Thiago,Brandon Thatch
Cezar Ferreira,Daniel Sarafian
Rafael Cavalcante,Igor Pokrajac
Rony Jason,Jeremy Stephens
Vitor Belfort,Dan Henderson
Santiago Ponzinibbio,Ryan LaFlare
Thiago Tavares,Justin Salas
Godofredo Pepey,Sam Sicilia
Adriano Martins,Daron Cruickshank
Jose Maria,Dustin Ortiz
Liz Carmouche,Alexis Davis
Colton Smith,Michael Chiesa
Tim Kennedy,Rafael Natal
Dennis Bermudez,Steven Siler
Bobby Green,James Krause
Jorge Masvidal,Rustam Khabilov
Ronny Markes,Yoel Romero
George Roop,Francisco Rivera
Derek Brunson,Brian Houston
Amanda Nunes,Germaine de Randamie
Chris Camozzi,Lorenz Larkin
Neil Magny,Seth Baczynski
Yves Edwards,Yancy Medeiros
Phil Harris,John Lineker
Ross Pearson,Melvin Guillard
Norman Parke,Jon Tuck
Lyoto Machida,Mark Munoz
Luke Barnatt,Andrew Craig
Al Iaquinta,Piotr Hallmann
Jimi Manuwa,Ryan Jimmo
Alessio Sakara,Nicholas Musoke
Jimy Hettes,Robert Whiteford
Andy Ogle,Cole Miller
Brad Scott,Michael Kuiper
Rosi Sexton,Jessica Andrade
Gabriel Gonzaga,Shawn Jordan
John Dodson,Darrell Montague
Sarah Kaufman,Jessica Eye
Gilbert Melendez,Diego Sanchez
Nate Marquardt,Hector Lombard
Cain Velasquez,Junior Dos Santos
Tim Boetsch,CB Dollaway
Daniel Cormier,Roy Nelson
TJ Waldburger,Adlan Amagov
Tony Ferguson,Mike Rio
Jeremy Larsen,Andre Fili
Dustin Pague,Kyoji Horiguchi
George Sotiropoulos,KJ Noons
Raphael Assuncao,TJ Dillashaw
Fabio Maldonado,Joey Beltran
Ildemar Alcantara,Igor Araujo
Rousimar Palhares,Mike Pierce
Thiago Silva,Matt Hamill
Erick Silva,Dong Hyun Kim
Demian Maia,Jake Shields
Yan Cabral,David Mitchell
Iliarde Santos,Chris Cariaso
Alan Patrick,Garett Whiteley
Pat Healy,Khabib Nurmagomedov
Ivan Menjivar,Wilson Reis
Mike Ricci,Myles Jury
Constantinos Philippou,Francis Carmont
Jon Jones,Alexander Gustafsson
Chris Clements,Stephen Thompson
Brendan Schaub,Matt Mitrione
Renan Barao,Eddie Wineland
John Makdessi,Renee Forte
Mitch Gagnon,Dustin Kimura
Nandor Guelmino,Daniel Omielanczuk
Michel Prazeres,Jesse Ronson
Roland Delorme,Alex Caceres
Francisco Trinaldo,Piotr Hallmann
Rafael Natal,Tor Troeng
Glover Teixeira,Ryan Bader
Marcos Vinicius,Ali Bagautinov
Yushin Okami,Jacare Souza
Joseph Benavidez,Jussier Formiga
Lucas Martins,Ramiro Hernandez
Felipe Arantes,Edimilson Souza
Joao Zeferino,Elias Silverio
Keith Wisniewski,Ivan Jorge
Yuri Villefort,Sean Spencer
Jamie Varner,Gleison Tibau
Louis Gaudinot,Tim Elliott
Pascal Krauss,Hyun Gyu Lim
Erik Koch,Dustin Poirier
Frank Mir,Josh Barnett
Ben Rothwell,Brandon Vera
Chad Mendes,Clay Guida
Benson Henderson,Anthony Pettis
Soa Palelei,Nikita Krylov
Ryan Couture,Al Iaquinta
Jared Hamman,Magnus Cedenblad
Chico Camus,Kyung Ho Kang
Justin Edwards,Brandon Thatch
Court McGee,Robert Whittaker
Takeya Mizugaki,Erik Perez
Dylan Andrews,Papy Abedi
Kelvin Gastelum,Brian Melancon
Carlos Condit,Martin Kampmann
Brad Tavares,Robert McDaniel
Donald Cerrone,Rafael Dos Anjos
James Head,Jason High
Darren Elkins,Hatsu Hioki
Roger Bowling,Abel Trujillo
Zak Cummings,Ben Alloway
Alistair Overeem,Travis Browne
Urijah Faber,Iuri Alcantara
Brad Pickett,Michael McDonald
Mauricio Rua,Chael Sonnen
Conor McGregor,Max Holloway
Matt Brown,Mike Pyle
Uriah Hall,John Howard
Joe Lauzon,Michael Johnson
Manvel Gamburyan,Cole Miller
Cody Donovan,Ovince Saint Preux
Diego Brandao,Daniel Pineda
Ramsey Nijem,James Vick
Mike Brown,Steven Siler
John Lineker,Jose Maria
Cezar Ferreira,Thiago Santos
Vinny Magalhaes,Anthony Perosh
Jose Aldo,Chan Sung Jung
Thales Leites,Tom Watson
Lyoto Machida,Phil Davis
Amanda Nunes,Sheila Gaff
Sergio Moraes,Neil Magny
Ian McCall,Iliarde Santos
Ednaldo Oliveira,Francimar Barroso
Viscardi Andrade,Bristol Marunde
Rani Yahya,Josh Clopton
Yves Edwards,Daron Cruickshank
Demetrious Johnson,John Moraga
Robbie Lawler,Bobby Voelker
Michael Chiesa,Jorge Masvidal
Liz Carmouche,Jessica Andrade
Danny Castillo,Tim Means
Rory MacDonald,Jake Ellenberger
Mac Danzig,Melvin Guillard
Julie Kedzie,Germaine de Randamie
Ed Herman,Trevor Smith
John Albert,Yaotzin Meza
Aaron Riley,Justin Salas
Mark Munoz,Tim Boetsch
Cub Swanson,Dennis Siver
Chris Leben,Andrew Craig
Norman Parke,Kazuki Tokudome
Anderson Silva,Chris Weidman
Frankie Edgar,Charles Oliveira
Gabriel Gonzaga,Dave Herman
Tim Kennedy,Roger Gracie
Seth Baczynski,Brian Melancon
Mike Pierce,David Mitchell
Edson Barboza,Rafaello Oliveira
Ryan Jimmo,Igor Pokrajac
Pat Barry,Shawn Jordan
Roy Nelson,Stipe Miocic
Sam Stout,James Krause
Rashad Evans,Dan Henderson
Alexis Davis,Rosi Sexton
Sean Pierson,Kenny Robertson
Jake Shields,Tyron Woodley
Roland Delorme,Edwin Figueroa
Yves Jabouin,Dustin Pague
Mitch Clarke,John Maguire
Thiago Silva,Rafael Cavalcante
William Macario,Leonardo Santos
Erick Silva,Jason High
Daniel Sarafian,Eddie Mendez
Rony Jason,Mike Wilkinson
Raphael Assuncao,Vaughan Lee
Godofredo Pepey,Felipe Arantes
Antonio Rodrigo Nogueira,Fabricio Werdum
Ildemar Alcantara,Leandro Silva
Antonio Braga Neto,Anthony Smith
Rodrigo Damm,Mizuto Hirota
Caio Magalhaes,Karlos Vemola
Cain Velasquez,Antonio Silva
Junior Dos Santos,Mark Hunt
Glover Teixeira,James Te Huna
Donald Cerrone,KJ Noons
Gray Maynard,TJ Grant
Colton Smith,Robert Whittaker
Mike Pyle,Rick Story
Dennis Bermudez,Max Holloway
Khabib Nurmagomedov,Abel Trujillo
Jeremy Stephens,Estevan Payan
Brian Bowles,George Roop
Stephen Thompson,Nah-Shon Burrell
Paulo Thiago,Michel Prazeres
Rafael Dos Anjos,Evan Dunham
Vitor Belfort,Luke Rockhold
Jacare Souza,Chris Camozzi
Rafael Natal,Joao Zeferino
Gleison Tibau,John Cholish
Hacran Dias,Nik Lentz
Francisco Trinaldo,Mike Rio
Iuri Alcantara,Iliarde Santos
Jussier Formiga,Chris Cariaso
Lucas Martins,Jeremy Larsen
John Lineker,Azamat Gashimov
Fabio Maldonado,Roger Hollett
Rustam Khabilov,Yancy Medeiros
Jon Jones,Chael Sonnen
Phil Davis,Vinny Magalhaes
Gian Villante,Ovince Saint Preux
Sara McMann,Sheila Gaff
Roy Nelson,Cheick Kongo
Michael Bisping,Alan Belcher
Jim Miller,Pat Healy
Steven Siler,Kurt Holobaugh
Bryan Caraway,Johnny Bedford
Leonard Garcia,Cody McKenzie
Chad Mendes,Darren Elkins
Benson Henderson,Gilbert Melendez
Francis Carmont,Lorenz Larkin
Ramsey Nijem,Myles Jury
Nate Diaz,Josh Thomson
Frank Mir,Daniel Cormier
Joseph Benavidez,Darren Uyenoyama
Matt Brown,Jordan Mein
Tim Means,Jorge Masvidal
TJ Dillashaw,Hugo Viana
Anthony Njokuani,Roger Bowling
Clifford Starks,Yoel Romero
Robert McDaniel,Gilbert Smith
Uriah Hall,Kelvin Gastelum
Luke Barnatt,Collin Hart
Josh Samman,Kevin Casey
Urijah Faber,Scott Jorgensen
Travis Browne,Gabriel Gonzaga
Miesha Tate,Cat Zingano
Dylan Andrews,Jimmy Quinlan
Justin Lawrence,Daniel Pineda
Bristol Marunde,Clint Hester
Sam Sicilia,Maximo Blanco
Cole Miller,Bart Palaszewski
Ryan Couture,Ross Pearson
Reza Madadi,Michael Johnson
Matt Mitrione,Philip De Fries
Diego Brandao,Pablo Garza
Gegard Mousasi,Ilir Latifi
Tor Troeng,Adam Cella
Brad Pickett,Mike Easton
Akira Corassani,Robert Peralta
Chris Spang,Adlan Amagov
Marcus Brimage,Conor McGregor
Ben Alloway,Ryan LaFlare
Michael Kuiper,Tom Lawlor
Papy Abedi,Besam Yousef
Jake Ellenberger,Nate Marquardt
Antonio Carvalho,Darren Elkins
Mike Ricci,Colin Fletcher
Patrick Cote,Bobby Voelker
Carlos Condit,Johny Hendricks
Dan Miller,Jordan Mein
Georges St-Pierre,Nick Diaz
Nick Ring,Chris Camozzi
TJ Dillashaw,Issei Tamura
Rick Story,Quinn Mulhern
John Makdessi,Daron Cruickshank
George Roop,Reuben Duran
Takeya Mizugaki,Bryan Caraway
Yushin Okami,Hector Lombard
Riki Fukuda,Brad Tavares
Takanori Gomi,Diego Sanchez
Dong Hyun Kim,Siyar Bahadurzada
Wanderlei Silva,Brian Stann
Mizuto Hirota,Rani Yahya
Stefan Struve,Mark Hunt
Cristiano Marcello,Kazuki Tokudome
Alex Caceres,Kyung Ho Kang
Marcelo Guimaraes,Hyun Gyu Lim
Ronda Rousey,Liz Carmouche
Urijah Faber,Ivan Menjivar
Lyoto Machida,Dan Henderson
Michael Chiesa,Anton Kuivanen
Court McGee,Josh Neer
Brendan Schaub,Lavar Johnson
Josh Koscheck,Robbie Lawler
Dennis Bermudez,Matt Grice
Sam Stout,Caros Fodor
Kenny Robertson,Brock Jardine
Nah-Shon Burrell,Yuri Villefort
Jon Manley,Neil Magny
Cub Swanson,Dustin Poirier
Renan Barao,Michael McDonald
Paul Sass,Danny Castillo
Terry Etim,Renee Forte
Jimi Manuwa,Cyrille Diabate
James Te Huna,Ryan Jimmo
Gunnar Nelson,Jorge Santiago
Che Mills,Matthew Riddle
Andy Ogle,Josh Grispi
Vaughan Lee,Motonobu Tezuka
Tom Watson,Stanislav Nedkov
Phil Harris,Ulysses Gomez
Tyron Woodley,Jay Hieron
Jose Aldo,Frankie Edgar
Rashad Evans,Rogerio Nogueira
Jon Fitch,Demian Maia
Joseph Benavidez,Ian McCall
Jacob Volkmann,Bobby Green
Alistair Overeem,Antonio Silva
Gleison Tibau,Evan Dunham
Chico Camus,Dustin Kimura
Edwin Figueroa,Francisco Rivera
Yves Edwards,Isaac Vallie-Flagg
Anthony Pettis,Donald Cerrone
Mike Stumpf,Pascal Krauss
Clay Guida,Hatsu Hioki
Ryan Bader,Vladimir Matyushenko
TJ Grant,Matt Wiman
Quinton Jackson,Glover Teixeira
Erik Koch,Ricardo Lamas
Demetrious Johnson,John Dodson
Mike Russow,Shawn Jordan
Rafael Natal,Sean Spencer
Simeon Thoresen,David Mitchell
Edson Barboza,Lucas Martins
Gabriel Gonzaga,Ben Rothwell
Godofredo Pepey,Milton Vieira
Vitor Belfort,Michael Bisping
Ronny Markes,Andrew Craig
Daniel Sarafian,CB Dollaway
Diego Nunes,Nik Lentz
Thiago Tavares,Khabib Nurmagomedov
Francisco Trinaldo,CJ Keith
Wagner Prado,Ildemar Alcantara
Iuri Alcantara,Pedro Nobre
Melvin Guillard,Jamie Varner
Brad Pickett,Eddie Wineland
Jim Miller,Joe Lauzon
Erik Perez,Byron Bloodworth
Tim Boetsch,Constantinos Philippou
Junior Dos Santos,Cain Velasquez
Chris Leben,Derek Brunson
Yushin Okami,Alan Belcher
Michael Johnson,Myles Jury
Leonard Garcia,Max Holloway
Philip De Fries,Todd Duffee
Chris Cariaso,John Moraga
Roy Nelson,Matt Mitrione
Colton Smith,Mike Ricci
TJ Waldburger,Nick Catone
Dustin Poirier,Jonathan Brookins
Johnny Bedford,Marcos Vinicius
Mike Pyle,James Head
Pat Barry,Shane del Rosario
Reuben Duran,Hugo Viana
Vinc Pichel,Rustam Khabilov
Jared Papazian,Tim Elliott
Mike Rio,John Cofer
Colin Fletcher,Norman Parke
Robert Whittaker,Brad Scott
Ben Alloway,Manuel Rodriguez
Mike Pierce,Seth Baczynski
Hector Lombard,Rousimar Palhares
George Sotiropoulos,Ross Pearson
Igor Pokrajac,Joey Beltran
Chad Mendes,Yaotzin Meza
Brendan Loughnane,Mike Wilkinson
Nick Penner,Cody Donovan
Raphael Assuncao,Mike Easton
Ramsey Nijem,Joe Proctor
Daron Cruickshank,Henry Martinez
Mauricio Rua,Alexander Gustafsson
BJ Penn,Rory MacDonald
Mike Swick,Matt Brown
Benson Henderson,Nate Diaz
Dennis Siver,Nam Phan
Yves Edwards,Jeremy Stephens
Marcus LeVesseur,Abel Trujillo
Scott Jorgensen,John Albert
Sam Stout,John Makdessi
Patrick Cote,Alessio Sakara
Cyrille Diabate,Chad Griggs
Mark Hominick,Pablo Garza
Johny Hendricks,Martin Kampmann
Francis Carmont,Tom Lawlor
Georges St-Pierre,Carlos Condit
Mark Bocek,Rafael Dos Anjos
Ivan Menjivar,Azamat Gashimov
Antonio Carvalho,Rodrigo Damm
Matthew Riddle,John Maguire
Steven Siler,Darren Elkins
Yasuhiro Urushitani,John Lineker
Takanori Gomi,Mac Danzig
Takeya Mizugaki,Jeff Hougland
Thiago Silva,Stanislav Nedkov
Rich Franklin,Cung Le
Alex Caceres,Motonobu Tezuka
Zhang Tiequan,Jon Tuck
Dong Hyun Kim,Paulo Thiago
Riki Fukuda,Tom DeBlass
Demian Maia,Rick Story
Gleison Tibau,Francisco Trinaldo
Glover Teixeira,Fabio Maldonado
Jon Fitch,Erick Silva
Anderson Silva,Stephan Bonnar
Phil Davis,Wagner Prado
Antonio Rodrigo Nogueira,Dave Herman
Rony Jason,Sam Sicilia
